id,ms_id,MSID,style,crop,crop_group,germplasm,organisation,short_name,long_name,description,subregion,countries,total_target_area,material_type,consumer_product_types,agroecological_zone,production_system,maturity,colors,time_horizon,status,is_tpp,is_pipeline,shareable_link
639,1288,MS01288,dt-active,Banana,"Roots, tubers and bananas (RTBs)",Dessert,IITA,Banana Dessert CAF MS01288,Banana - Dessert | Non-Hybrid | CAF | Food; Fresh Market | NA | Mid Altitude; Highlands | Rainfed | NA,,Central Africa,Democratic Republic of Congo(212400),212400,Non-Hybrid,Food; Fresh Market,Highlands; Mid Altitude,Rainfed,NA,NA,Current,Active,-,-,https://glomip.cgiar.org/market-segments/profile/Banana+Dessert+CAF+MS01288
628,1245,MS01245,,Sorghum,Cereals,No Germplasm Type,1CG,Sorghum CAF MS01245,Sorghum | Non-Hybrid | CAF | Malting; Feed | White; Cream | Guinea zone; Sudan | Rainfed | Mid,,Central Africa,Cameroon(106115),106115,Non-Hybrid,Feed; Malting,Guinea zone; Sudan,Rainfed,Mid,Cream; White,Current,Active,-,-,https://glomip.cgiar.org/market-segments/profile/Sorghum+CAF+MS01245
629,1246,MS01246,,Sorghum,Cereals,No Germplasm Type,1CG,Sorghum CAF MS01246,Sorghum | Non-Hybrid | CAF | Food; Food Processing | Red | Sahelian Zone | Rainfed | Early,,Central Africa,Cameroon(106115); Chad(110092),216207,Non-Hybrid,Food; Food Processing,Sahelian Zone,Rainfed,Early,Red,Current,Active,-,-,https://glomip.cgiar.org/market-segments/profile/Sorghum+CAF+MS01246
292,661,MS00661,,Sorghum,Cereals,No Germplasm Type,1CG,Sorghum EAF MS00661,Sorghum | Non-Hybrid | EAF | Food; Feed; Industrial Malting | Red; Brown | Subhumid Mid Altitude; Semiarid Lowlands | Rainfed | Early; Mid,,East Africa,Ethiopia(240589); Kenya(28731); South Sudan(599912); Sudan(2649443); Tanzania(251861); Uganda(136019),3906555,Non-Hybrid,Feed; Food; Industrial Malting,Semiarid Lowlands; Subhumid Mid Altitude,Rainfed,Early; Mid,Brown; Red,Current,Active,Sorghum EAF CIMMYT TPP00391 ;Sorghum EAF ICRISAT TPP01054,Sorghum CIMMYT BP00149  ;Sorghum ICRISAT BP00180,https://glomip.cgiar.org/market-segments/profile/Sorghum+EAF+MS00661
294,663,MS00663,,Sorghum,Cereals,No Germplasm Type,1CG,Sorghum EAF MS00663,Sorghum | Hybrid | EAF | Food; Feed; Industrial Malting | Red; Brown | Subhumid Mid Altitude; Semiarid Lowlands | Rainfed | Early; Mid,,East Africa,Ethiopia(41009); Sudan(56672),97681,Hybrid,Feed; Food; Industrial Malting,Semiarid Lowlands; Subhumid Mid Altitude,Rainfed,Early; Mid,Brown; Red,Current,Active,Sorghum EAF CIMMYT TPP00394 ;Sorghum EAF ICRISAT TPP01056,Sorghum CIMMYT BP00151  ;Sorghum ICRISAT BP00180,https://glomip.cgiar.org/market-segments/profile/Sorghum+EAF+MS00663
296,665,MS00665,,Sorghum,Cereals,No Germplasm Type,1CG,Sorghum EAF MS00665,Sorghum | Non-Hybrid | EAF | Food; Feed; Industrial Malting | White; Cream | Subhumid Mid Altitude; Semiarid Lowlands | Rainfed | Early; Mid,,East Africa,Ethiopia(962359); Kenya(143658); South Sudan(176445); Sudan(2677781); Tanzania(453352); Uganda(73451),4487046,Non-Hybrid,Feed; Food; Industrial Malting,Semiarid Lowlands; Subhumid Mid Altitude,Rainfed,Early; Mid,Cream; White,Current,Active,Sorghum EAF CIMMYT TPP00388 ;Sorghum EAF ICRISAT TPP01053,Sorghum CIMMYT BP00148  ;Sorghum ICRISAT BP00180,https://glomip.cgiar.org/market-segments/profile/Sorghum+EAF+MS00665
298,667,MS00667,,Sorghum,Cereals,No Germplasm Type,1CG,Sorghum EAF MS00667,Sorghum | Non-Hybrid | EAF | Local Malting | Red; Brown | Subhumid Mid Altitude; Semiarid Lowlands | Rainfed | Mid; Late,,East Africa,Ethiopia(528569); South Sudan(88221); Sudan(765080); Uganda(54409),1436279,Non-Hybrid,Local Malting,Semiarid Lowlands; Subhumid Mid Altitude,Rainfed,Late; Mid,Brown; Red,Current,Active,Sorghum EAF CIMMYT TPP00400 ;Sorghum EAF ICRISAT TPP01057,Sorghum CIMMYT BP00149  ;Sorghum ICRISAT BP00180,https://glomip.cgiar.org/market-segments/profile/Sorghum+EAF+MS00667
299,670,MS00670,,Sorghum,Cereals,No Germplasm Type,1CG,Sorghum EAF MS00670,Sorghum | Non-Hybrid | EAF | Fodder | NA | Subhumid Mid Altitude; Semiarid Lowlands | Rainfed | Mid,,East Africa,Kenya(57467); South Sudan(17644); Sudan(708407); Uganda(8160),791678,Non-Hybrid,Fodder,Semiarid Lowlands; Subhumid Mid Altitude,Rainfed,Mid,NA,Current,Active,-,-,https://glomip.cgiar.org/market-segments/profile/Sorghum+EAF+MS00670
301,672,MS00672,,Sorghum,Cereals,No Germplasm Type,1CG,Sorghum EAF MS00672,Sorghum | Hybrid | EAF | Food; Feed; Industrial Malting | White; Cream | Subhumid Mid Altitude; Semiarid Lowlands | Rainfed | Early; Mid,,East Africa,Ethiopia(45566); Kenya(7661); Sudan(212523); Tanzania(7053),272803,Hybrid,Feed; Food; Industrial Malting,Semiarid Lowlands; Subhumid Mid Altitude,Rainfed,Early; Mid,Cream; White,Current,Active,Sorghum EAF CIMMYT TPP00392 ;Sorghum EAF ICRISAT TPP01055,Sorghum CIMMYT BP00150  ;Sorghum ICRISAT BP00180,https://glomip.cgiar.org/market-segments/profile/Sorghum+EAF+MS00672
539,1048,MS01048,,Sorghum,Cereals,No Germplasm Type,1CG,Sorghum EAF MS01048,Sorghum | Non-Hybrid | EAF | Malting | Red; White | Optimum environment | Rainfed and irrigated (in postrainy and summer) | Late,,East Africa,Ethiopia(4556); Sudan(14168),18724,Non-Hybrid,Malting,Optimum environment,Rainfed and irrigated (in postrainy and summer),Late,Red; White,Current,Active,-,-,https://glomip.cgiar.org/market-segments/profile/Sorghum+EAF+MS01048
520,972,MS00972,,Sorghum,Cereals,No Germplasm Type,ICRISAT,Sorghum SA MS00972,Sorghum | Non-Hybrid | SA | Food; Fodder | White | Semi-arid | Residual soil moisture | Early,,South Asia,India(2421888),2421888,Non-Hybrid,Fodder; Food,Semi-arid,Residual soil moisture,Early,White,Current,Active,Sorghum SA ICRISAT TPP00438,Sorghum ICRISAT BP00174,https://glomip.cgiar.org/market-segments/profile/Sorghum+SA+MS00972
553,1123,MS01123,,Sorghum,Cereals,No Germplasm Type,ICRISAT,Sorghum SA MS01123,Sorghum | Hybrid | SA | Multi-cut; Forage; Fodder | NA | Indogangetic Plain; Semi-arid | Irrigated | NA,,South Asia,India(484378),484378,Hybrid,Fodder; Forage; Multi-cut,Indogangetic Plain; Semi-arid,Irrigated,NA,NA,Current,Active,Sorghum SA ICRISAT TPP00875,Sorghum ICRISAT BP00176,https://glomip.cgiar.org/market-segments/profile/Sorghum+SA+MS01123
554,1124,MS01124,,Sorghum,Cereals,No Germplasm Type,ICRISAT,Sorghum SA MS01124,Sorghum | Hybrid | SA | Food; Feed; Fodder | White; Red | Semi-arid | Rainfed | Early,,South Asia,India(968755),968755,Hybrid,Feed; Fodder; Food,Semi-arid,Rainfed,Early,Red; White,Current,Active,Sorghum SA ICRISAT TPP00437,Sorghum ICRISAT BP00180,https://glomip.cgiar.org/market-segments/profile/Sorghum+SA+MS01124
293,662,MS00662,,Sorghum,Cereals,No Germplasm Type,1CG,Sorghum SAF MS00662,Sorghum | Non-Hybrid | SAF | Food; Feed; Industrial Malting | Red; Brown | Subhumid Mid Altitude; Semiarid Lowlands | Rainfed | Early; Mid,,Southern Africa,Malawi(5831); Mozambique(44268); Zambia(4082); Zimbabwe(38004),92185,Non-Hybrid,Feed; Food; Industrial Malting,Semiarid Lowlands; Subhumid Mid Altitude,Rainfed,Early; Mid,Brown; Red,Current,Active,Sorghum SAF CIMMYT TPP00390 ;Sorghum SAF ICRISAT TPP01046,Sorghum CIMMYT BP00149  ;Sorghum ICRISAT BP00180,https://glomip.cgiar.org/market-segments/profile/Sorghum+SAF+MS00662
295,664,MS00664,,Sorghum,Cereals,No Germplasm Type,1CG,Sorghum SAF MS00664,Sorghum | Hybrid | SAF | Food; Feed; Industrial Malting | Red; Brown | Subhumid Mid Altitude; Semiarid Lowlands | Rainfed | Early; Mid,,Southern Africa,Malawi(5539); Zimbabwe(16152),21691,Hybrid,Feed; Food; Industrial Malting,Semiarid Lowlands; Subhumid Mid Altitude,Rainfed,Early; Mid,Brown; Red,Current,Active,Sorghum SAF CIMMYT TPP00395 ;Sorghum SAF ICRISAT TPP01047,Sorghum CIMMYT BP00151  ;Sorghum ICRISAT BP00180,https://glomip.cgiar.org/market-segments/profile/Sorghum+SAF+MS00664
297,666,MS00666,,Sorghum,Cereals,No Germplasm Type,1CG,Sorghum SAF MS00666,Sorghum | Non-Hybrid | SAF | Food; Feed; Industrial Malting | White; Cream | Subhumid Mid Altitude; Semiarid Lowlands | Rainfed | Early; Mid,,Southern Africa,Malawi(104957); Mozambique(166005); Zambia(11757); Zimbabwe(123513),406232,Non-Hybrid,Feed; Food; Industrial Malting,Semiarid Lowlands; Subhumid Mid Altitude,Rainfed,Early; Mid,Cream; White,Current,Active,Sorghum SAF CIMMYT TPP00389 ;Sorghum SAF ICRISAT TPP01045,Sorghum CIMMYT BP00148  ;Sorghum ICRISAT BP00180,https://glomip.cgiar.org/market-segments/profile/Sorghum+SAF+MS00666
300,671,MS00671,,Sorghum,Cereals,No Germplasm Type,1CG,Sorghum SAF MS00671,Sorghum | Non-Hybrid | SAF | Fodder | NA | Subhumid Mid Altitude; Semiarid Lowlands | Rainfed | Mid,,Southern Africa,Mozambique(11067); Zambia(490),11557,Non-Hybrid,Fodder,Semiarid Lowlands; Subhumid Mid Altitude,Rainfed,Mid,NA,Current,Active,-,-,https://glomip.cgiar.org/market-segments/profile/Sorghum+SAF+MS00671
484,918,MS00918,,Sorghum,Cereals,No Germplasm Type,1CG,Sorghum SAF MS00918,Sorghum | Hybrid | SAF | Food; Feed; Industrial Malting | White; Cream | Subhumid Mid Altitude; Semiarid Lowlands | Rainfed | Early; Mid,,Southern Africa,Zimbabwe(1900),1900,Hybrid,Feed; Food; Industrial Malting,Semiarid Lowlands; Subhumid Mid Altitude,Rainfed,Early; Mid,Cream; White,Current,Active,Sorghum SAF CIMMYT TPP00393,Sorghum CIMMYT BP00150,https://glomip.cgiar.org/market-segments/profile/Sorghum+SAF+MS00918
485,920,MS00920,,Sorghum,Cereals,No Germplasm Type,1CG,Sorghum SAF MS00920,Sorghum | Non-Hybrid | SAF | Local Malting | Red; Brown | Cold; High Altitude; Subhumid Mid Altitude | Rainfed | Mid; Late,,Southern Africa,Zimbabwe(9501),9501,Non-Hybrid,Local Malting,Cold; High Altitude; Subhumid Mid Altitude,Rainfed,Late; Mid,Brown; Red,Current,Active,Sorghum SAF CIMMYT TPP00401 ;Sorghum SAF ICRISAT TPP01048,Sorghum CIMMYT BP00149  ;Sorghum ICRISAT BP00180,https://glomip.cgiar.org/market-segments/profile/Sorghum+SAF+MS00920
549,1113,MS01113,,Sorghum,Cereals,No Germplasm Type,1CG,Sorghum SAF MS01113,Sorghum | Hybrid | SAF | Dual purpose | Brown; Cream; Red; White | Optimum environment; Semiarid Tropics | Rainfed and irrigated (in postrainy and summer) | Mid,,Southern Africa,Malawi(288); Zimbabwe(950),1238,Hybrid,Dual purpose,Optimum environment; Semiarid Tropics,Rainfed and irrigated (in postrainy and summer),Mid,Brown; Cream; Red; White,Current,Active,-,-,https://glomip.cgiar.org/market-segments/profile/Sorghum+SAF+MS01113
540,1057,MS01057,,Sorghum,Cereals,No Germplasm Type,ICRISAT,Sorghum WA MS01057,Sorghum | Non-Hybrid | WA | Food; Fodder; Forage | White | Arid | Rainfed | NA,,West Asia,Saudi Arabia(34695),34695,Non-Hybrid,Fodder; Food; Forage,Arid,Rainfed,NA,White,Current,Active,-,-,https://glomip.cgiar.org/market-segments/profile/Sorghum+WA+MS01057
180,400,MS00400,,Sorghum,Cereals,No Germplasm Type,1CG,Sorghum WAF MS00400,Sorghum | Non-Hybrid | WAF | Food; Fodder | White; Cream | Sudan; Guinea zone | Rainfed | Mid,,West Africa,Burkina Faso(561109); Mali(1057797); Niger(689684); Nigeria(2660178); Senegal(117566); Togo(15768),5102102,Non-Hybrid,Fodder; Food,Guinea zone; Sudan,Rainfed,Mid,Cream; White,Current,Active,Sorghum WAF CIMMYT TPP00810 ;Sorghum WAF ICRISAT TPP01036,Sorghum CIMMYT BP00226  ;Sorghum ICRISAT BP00176,https://glomip.cgiar.org/market-segments/profile/Sorghum+WAF+MS00400
302,673,MS00673,,Sorghum,Cereals,No Germplasm Type,1CG,Sorghum WAF MS00673,Sorghum | Non-Hybrid | WAF | Food; Fodder | White; Cream | Sahelian Zone | Rainfed | Early,,West Africa,Burkina Faso(467591); Mali(528899); Niger(2069053); Nigeria(1330089); Senegal(39189),4434821,Non-Hybrid,Fodder; Food,Sahelian Zone,Rainfed,Early,Cream; White,Current,Active,Sorghum WAF CIMMYT TPP00809 ;Sorghum WAF ICRISAT TPP01037,Sorghum CIMMYT BP00225  ;Sorghum ICRISAT BP00174,https://glomip.cgiar.org/market-segments/profile/Sorghum+WAF+MS00673
303,674,MS00674,,Sorghum,Cereals,No Germplasm Type,1CG,Sorghum WAF MS00674,Sorghum | Hybrid | WAF | Food; Fodder | White; Cream | Sahelian Zone | Rainfed | Early,,West Africa,Burkina Faso(187036); Mali(17630); Niger(206905); Nigeria(106407); Senegal(13063),531041,Hybrid,Fodder; Food,Sahelian Zone,Rainfed,Early,Cream; White,Current,Active,Sorghum WAF CIMMYT TPP00812 ;Sorghum WAF ICRISAT TPP01039,Sorghum CIMMYT BP00228  ;Sorghum ICRISAT BP00176,https://glomip.cgiar.org/market-segments/profile/Sorghum+WAF+MS00674
304,675,MS00675,,Sorghum,Cereals,No Germplasm Type,1CG,Sorghum WAF MS00675,Sorghum | Hybrid | WAF | Food; Fodder | White; Cream | Sudan; Guinea zone | Rainfed | Mid,,West Africa,Burkina Faso(93518); Mali(88149); Nigeria(106407); Senegal(13063),301137,Hybrid,Fodder; Food,Guinea zone; Sudan,Rainfed,Mid,Cream; White,Current,Active,Sorghum WAF CIMMYT TPP00813 ;Sorghum WAF ICRISAT TPP01040,Sorghum CIMMYT BP00229  ;Sorghum ICRISAT BP00180,https://glomip.cgiar.org/market-segments/profile/Sorghum+WAF+MS00675
305,676,MS00676,,Sorghum,Cereals,No Germplasm Type,1CG,Sorghum WAF MS00676,Sorghum | Non-Hybrid | WAF | Food; Food Processing | Red | Sahelian Zone | Rainfed | Early,,West Africa,Ghana(58800); Niger(68969); Togo(72534),200303,Non-Hybrid,Food; Food Processing,Sahelian Zone,Rainfed,Early,Red,Current,Active,-,-,https://glomip.cgiar.org/market-segments/profile/Sorghum+WAF+MS00676
306,677,MS00677,,Sorghum,Cereals,No Germplasm Type,1CG,Sorghum WAF MS00677,Sorghum | Non-Hybrid | WAF | Malting; Feed | White; Cream | Guinea zone; Sudan | Rainfed | Mid,,West Africa,Ghana(102900); Nigeria(532036),634936,Non-Hybrid,Feed; Malting,Guinea zone; Sudan,Rainfed,Mid,Cream; White,Current,Active,Sorghum WAF CIMMYT TPP01042 ;Sorghum WAF ICRISAT TPP01043,Sorghum CIMMYT BP00226  ;Sorghum ICRISAT BP00180,https://glomip.cgiar.org/market-segments/profile/Sorghum+WAF+MS00677
307,678,MS00678,,Sorghum,Cereals,No Germplasm Type,1CG,Sorghum WAF MS00678,Sorghum | Non-Hybrid | WAF | Food; Food Processing; Poultry | White | Guinea zone; Sudan | Rainfed | Mid,,West Africa,Ghana(14700); Mali(70520); Nigeria(266018),351238,Non-Hybrid,Food; Food Processing; Poultry,Guinea zone; Sudan,Rainfed,Mid,White,Current,Active,Sorghum WAF CIMMYT TPP00814 ;Sorghum WAF ICRISAT TPP01041,Sorghum CIMMYT BP00226  ;Sorghum ICRISAT BP00180,https://glomip.cgiar.org/market-segments/profile/Sorghum+WAF+MS00678
308,679,MS00679,,Sorghum,Cereals,No Germplasm Type,1CG,Sorghum WAF MS00679,Sorghum | Hybrid | WAF | Food; Food Processing | White | Guinea zone; Sudan | Rainfed | Early,,West Africa,Senegal(13063),13063,Hybrid,Food; Food Processing,Guinea zone; Sudan,Rainfed,Early,White,Current,Active,-,-,https://glomip.cgiar.org/market-segments/profile/Sorghum+WAF+MS00679
309,680,MS00680,,Sorghum,Cereals,No Germplasm Type,1CG,Sorghum WAF MS00680,Sorghum | Non-Hybrid | WAF | Ethanol production | White; Cream | Guinea zone; Sudan | Rainfed | Mid,,West Africa,Nigeria(53204),53204,Non-Hybrid,Ethanol production,Guinea zone; Sudan,Rainfed,Mid,Cream; White,Current,Active,-,-,https://glomip.cgiar.org/market-segments/profile/Sorghum+WAF+MS00680
310,681,MS00681,,Sorghum,Cereals,No Germplasm Type,1CG,Sorghum WAF MS00681,Sorghum | Non-Hybrid | WAF | Food; Fodder; Local Malting | Red | Guinea zone; Sudan | Rainfed | Mid,,West Africa,Burkina Faso(561109); Ghana(117601); Nigeria(266018); Togo(179757),1124485,Non-Hybrid,Fodder; Food; Local Malting,Guinea zone; Sudan,Rainfed,Mid,Red,Current,Active,Sorghum WAF CIMMYT TPP00811 ;Sorghum WAF ICRISAT TPP01038,Sorghum CIMMYT BP00227  ;Sorghum ICRISAT BP00176,https://glomip.cgiar.org/market-segments/profile/Sorghum+WAF+MS00681
480,914,MS00914,,Sorghum,Cereals,No Germplasm Type,1CG,Sorghum WAF MS00914,Sorghum | Non-Hybrid | WAF | Food; Fodder | White; Cream | Post rainy season; Sahelian Zone | Rainfed | Extra-early,,West Africa,Senegal(39189),39189,Non-Hybrid,Fodder; Food,Post rainy season; Sahelian Zone,Rainfed,Extra-early,Cream; White,Current,Active,-,-,https://glomip.cgiar.org/market-segments/profile/Sorghum+WAF+MS00914
481,915,MS00915,,Sorghum,Cereals,No Germplasm Type,1CG,Sorghum WAF MS00915,Sorghum | Non-Hybrid | WAF | Food; Food Processing; Poultry | White | Sahelian Zone | Rainfed | Early,,West Africa,Niger(344843); Senegal(26126); Togo(47304),418273,Non-Hybrid,Food; Food Processing; Poultry,Sahelian Zone,Rainfed,Early,White,Current,Active,-,-,https://glomip.cgiar.org/market-segments/profile/Sorghum+WAF+MS00915
552,1119,MS01119,,Sorghum,Cereals,No Germplasm Type,1CG,Sorghum WAF MS01119,Sorghum | Non-Hybrid | WAF | Fodder | White; Cream; Red | Sahelian Zone | Rainfed | Early,,West Africa,Niger(68969),68969,Non-Hybrid,Fodder,Sahelian Zone,Rainfed,Early,Cream; Red; White,Current,Active,-,-,https://glomip.cgiar.org/market-segments/profile/Sorghum+WAF+MS01119
56,217,MS00217,,Soybean,Legumes,No Germplasm Type,IITA,Soybean CAF MS00217,Soybean | Non-Hybrid | CAF | Food | Yellow Hilum | Savanna; Lowlands | Rainfed | Early,,Central Africa,Cameroon(5074),5074,Non-Hybrid,Food,Lowlands; Savanna,Rainfed,Early,Yellow Hilum,Current,Active,Soybean CAF IITA TPP00245,Soybean IITA BP00093,https://glomip.cgiar.org/market-segments/profile/Soybean+CAF+MS00217
59,220,MS00220,,Soybean,Legumes,No Germplasm Type,IITA,Soybean CAF MS00220,Soybean | Non-Hybrid | CAF | Food | Yellow Hilum | Savanna; Lowlands | Rainfed | Mid; Late,,Central Africa,Cameroon(2004); Democratic Republic of Congo(4007),6011,Non-Hybrid,Food,Lowlands; Savanna,Rainfed,Late; Mid,Yellow Hilum,Current,Active,Soybean CAF IITA TPP00237,Soybean IITA BP00091,https://glomip.cgiar.org/market-segments/profile/Soybean+CAF+MS00220
66,227,MS00227,,Soybean,Legumes,No Germplasm Type,IITA,Soybean CAF MS00227,Soybean | Non-Hybrid | CAF | Food | Yellow Hilum | Savanna; Mid Altitude | Rainfed | Mid; Late,,Central Africa,Cameroon(436); Democratic Republic of Congo(3962),4398,Non-Hybrid,Food,Mid Altitude; Savanna,Rainfed,Late; Mid,Yellow Hilum,Current,Active,Soybean CAF IITA TPP00241,Soybean IITA BP00092,https://glomip.cgiar.org/market-segments/profile/Soybean+CAF+MS00227
57,218,MS00218,,Soybean,Legumes,No Germplasm Type,IITA,Soybean EAF MS00218,Soybean | Non-Hybrid | EAF | Food | Yellow Hilum | Savanna; Lowlands | Rainfed | Early,,East Africa,Ethiopia(881),881,Non-Hybrid,Food,Lowlands; Savanna,Rainfed,Early,Yellow Hilum,Current,Active,Soybean EAF IITA TPP00242,Soybean IITA BP00093,https://glomip.cgiar.org/market-segments/profile/Soybean+EAF+MS00218
60,221,MS00221,,Soybean,Legumes,No Germplasm Type,IITA,Soybean EAF MS00221,Soybean | Non-Hybrid | EAF | Food | Yellow Hilum | Savanna; Lowlands | Rainfed | Mid; Late,,East Africa,Ethiopia(765); Uganda(5603),6368,Non-Hybrid,Food,Lowlands; Savanna,Rainfed,Late; Mid,Yellow Hilum,Current,Active,Soybean EAF IITA TPP00234,Soybean IITA BP00091,https://glomip.cgiar.org/market-segments/profile/Soybean+EAF+MS00221
67,228,MS00228,,Soybean,Legumes,No Germplasm Type,IITA,Soybean EAF MS00228,Soybean | Non-Hybrid | EAF | Food | Yellow Hilum | Savanna; Mid Altitude | Rainfed | Mid; Late,,East Africa,Ethiopia(17303); Uganda(9681),26984,Non-Hybrid,Food,Mid Altitude; Savanna,Rainfed,Late; Mid,Yellow Hilum,Current,Active,Soybean EAF IITA TPP00238,Soybean IITA BP00092,https://glomip.cgiar.org/market-segments/profile/Soybean+EAF+MS00228
68,229,MS00229,,Soybean,Legumes,No Germplasm Type,IITA,Soybean EAF MS00229,Soybean | Non-Hybrid | EAF | Food | Yellow Hilum | Savanna; Mid Altitude | Rainfed | Early,,East Africa,Ethiopia(2013),2013,Non-Hybrid,Food,Mid Altitude; Savanna,Rainfed,Early,Yellow Hilum,Current,Active,Soybean EAF IITA TPP00246,Soybean IITA BP00094,https://glomip.cgiar.org/market-segments/profile/Soybean+EAF+MS00229
61,222,MS00222,,Soybean,Legumes,No Germplasm Type,IITA,Soybean SAF MS00222,Soybean | Non-Hybrid | SAF | Food | Yellow Hilum | Savanna; Lowlands | Rainfed | Mid; Late,,Southern Africa,Malawi(18921),18921,Non-Hybrid,Food,Lowlands; Savanna,Rainfed,Late; Mid,Yellow Hilum,Current,Active,Soybean SAF IITA TPP00235,Soybean IITA BP00091,https://glomip.cgiar.org/market-segments/profile/Soybean+SAF+MS00222
63,224,MS00224,,Soybean,Legumes,No Germplasm Type,IITA,Soybean SAF MS00224,Soybean | Non-Hybrid | SAF | Food | Yellow Hilum | Mid Altitude; Savanna | Rainfed; Irrigated | Early,,Southern Africa,Malawi(54407); Zambia(136599); Zimbabwe(25977),216983,Non-Hybrid,Food,Mid Altitude; Savanna,Irrigated; Rainfed,Early,Yellow Hilum,Current,Active,Soybean SAF IITA TPP00247,Soybean IITA BP00094,https://glomip.cgiar.org/market-segments/profile/Soybean+SAF+MS00224
64,225,MS00225,,Soybean,Legumes,No Germplasm Type,IITA,Soybean SAF MS00225,Soybean | Non-Hybrid | SAF | Food | Yellow Hilum | Lowlands; Savanna | Rainfed; Irrigated | Early,,Southern Africa,Malawi(39004); Zambia(7486); Zimbabwe(6428),52918,Non-Hybrid,Food,Lowlands; Savanna,Irrigated; Rainfed,Early,Yellow Hilum,Current,Active,Soybean SAF IITA TPP00243,Soybean IITA BP00093,https://glomip.cgiar.org/market-segments/profile/Soybean+SAF+MS00225
65,226,MS00226,,Soybean,Legumes,No Germplasm Type,IITA,Soybean SAF MS00226,Soybean | Non-Hybrid | SAF | Food | Yellow Hilum | Savanna; Mid Altitude | Rainfed; Irrigated | Mid; Late,,Southern Africa,Malawi(19631); Zambia(24103),43734,Non-Hybrid,Food,Mid Altitude; Savanna,Irrigated; Rainfed,Late; Mid,Yellow Hilum,Current,Active,Soybean SAF IITA TPP00239,Soybean IITA BP00092,https://glomip.cgiar.org/market-segments/profile/Soybean+SAF+MS00226
58,219,MS00219,,Soybean,Legumes,No Germplasm Type,IITA,Soybean WAF MS00219,Soybean | Non-Hybrid | WAF | Food | Yellow Hilum | Lowlands; Savanna | Rainfed | Early,,West Africa,Benin(18713); Burkina Faso(23697); Ghana(7718); Nigeria(649690),699818,Non-Hybrid,Food,Lowlands; Savanna,Rainfed,Early,Yellow Hilum,Current,Active,Soybean WAF IITA TPP00244,Soybean IITA BP00093,https://glomip.cgiar.org/market-segments/profile/Soybean+WAF+MS00219
62,223,MS00223,,Soybean,Legumes,No Germplasm Type,IITA,Soybean WAF MS00223,Soybean | Non-Hybrid | WAF | Food | Yellow Hilum | Lowlands; Savanna | Rainfed | Mid; Late,,West Africa,Benin(206164); Burkina Faso(2148); Ghana(88505); Nigeria(237293),534110,Non-Hybrid,Food,Lowlands; Savanna,Rainfed,Late; Mid,Yellow Hilum,Current,Active,Soybean WAF IITA TPP00236,Soybean IITA BP00091,https://glomip.cgiar.org/market-segments/profile/Soybean+WAF+MS00223
69,230,MS00230,,Soybean,Legumes,No Germplasm Type,IITA,Soybean WAF MS00230,Soybean | Non-Hybrid | WAF | Food | Yellow Hilum | Mid Altitude; Savanna | Rainfed | Mid; Late,,West Africa,Nigeria(8296),8296,Non-Hybrid,Food,Mid Altitude; Savanna,Rainfed,Late; Mid,Yellow Hilum,Current,Active,Soybean WAF IITA TPP00240,Soybean IITA BP00092,https://glomip.cgiar.org/market-segments/profile/Soybean+WAF+MS00230
70,231,MS00231,,Soybean,Legumes,No Germplasm Type,IITA,Soybean WAF MS00231,Soybean | Non-Hybrid | WAF | Food | Yellow Hilum | Mid Altitude; Savanna | Rainfed | Early,,West Africa,Nigeria(847),847,Non-Hybrid,Food,Mid Altitude; Savanna,Rainfed,Early,Yellow Hilum,Current,Active,Soybean WAF IITA TPP00248,Soybean IITA BP00094,https://glomip.cgiar.org/market-segments/profile/Soybean+WAF+MS00231
377,786,MS00786,,Sweetpotato,"Roots, tubers and bananas (RTBs)",No Germplasm Type,CIP,Sweetpotato CAF MS00786,Sweetpotato | Non-Hybrid | CAF | Food; Table; Provit A Biofortified | Orange flesh | High virus (SPVD) pressure environment | Rainfed | Mid,,Central Africa,Cameroon(33362); Chad(10785); Democratic Republic of Congo(24230); Equatorial Guinea(6438); Gabon(650); Republic of Congo(430),75895,Non-Hybrid,Food; Provit A Biofortified; Table,High virus (SPVD) pressure environment,Rainfed,Mid,Orange flesh,Current,Active,-,-,https://glomip.cgiar.org/market-segments/profile/Sweetpotato+CAF+MS00786
378,787,MS00787,,Sweetpotato,"Roots, tubers and bananas (RTBs)",No Germplasm Type,CIP,Sweetpotato CAF MS00787,Sweetpotato | Non-Hybrid | CAF | Food; Table | White flesh | High virus (SPVD) pressure environment | Rainfed | Mid,,Central Africa,Cameroon(40775); Chad(21064); Democratic Republic of Congo(82382); Equatorial Guinea(12573); Gabon(1270); Republic of Congo(840),158904,Non-Hybrid,Food; Table,High virus (SPVD) pressure environment,Rainfed,Mid,White flesh,Current,Active,-,-,https://glomip.cgiar.org/market-segments/profile/Sweetpotato+CAF+MS00787
